system,band,width_mm,drop_mm,price
89mm,C,2500,900,338.0
89mm,C,2700,900,363.0
89mm,C,2900,900,388.0
89mm,C,3100,900,400.0
89mm,C,3300,900,401.0
89mm,C,3500,900,422.0
89mm,C,3750,900,430.0
89mm,C,1000,1100,173.0
89mm,C,1300,1100,207.0
89mm,C,1500,1100,237.0
89mm,C,1700,1100,257.0
89mm,C,1900,1100,278.0
89mm,C,2100,1100,311.0
89mm,C,2300,1100,329.0
89mm,C,2500,1100,353.0
89mm,C,2700,1100,379.0
89mm,C,2900,1100,397.0
89mm,C,3100,1100,421.0
89mm,C,3300,1100,426.0
89mm,C,3500,1100,435.0
89mm,C,3750,1100,450.0
89mm,C,1000,1300,181.0
89mm,C,1300,1300,209.0
89mm,C,1500,1300,244.0
89mm,C,1700,1300,268.0
89mm,C,1900,1300,293.0
89mm,C,2100,1300,318.0
89mm,C,2300,1300,342.0
89mm,C,2500,1300,366.0
89mm,C,2700,1300,392.0
89mm,C,2900,1300,418.0
89mm,C,3100,1300,434.0
89mm,C,3300,1300,439.0
89mm,C,3500,1300,454.0
89mm,C,3750,1300,467.0
89mm,C,1000,1500,189.0
89mm,C,1300,1500,221.0
89mm,C,1500,1500,252.0
89mm,C,1700,1500,275.0
89mm,C,1900,1500,298.0
89mm,C,2100,1500,330.0
89mm,C,2300,1500,355.0
89mm,C,2500,1500,383.0
89mm,C,2700,1500,404.0
89mm,C,2900,1500,430.0
89mm,C,3100,1500,450.0
89mm,C,3300,1500,459.0
89mm,C,3500,1500,472.0
89mm,C,3750,1500,484.0
89mm,C,1000,1700,197.0
89mm,C,1300,1700,223.0
89mm,C,1500,1700,258.0
89mm,C,1700,1700,282.0
89mm,C,1900,1700,311.0
89mm,C,2100,1700,338.0
89mm,C,2300,1700,361.0
89mm,C,2500,1700,392.0
89mm,C,2700,1700,418.0
89mm,C,2900,1700,443.0
89mm,C,3100,1700,467.0
89mm,C,3300,1700,472.0
89mm,C,3500,1700,489.0
89mm,C,3750,1700,496.0
89mm,C,1000,1900,197.0
89mm,C,1300,1900,233.0
89mm,C,1500,1900,264.0
89mm,C,1700,1900,296.0
89mm,C,1900,1900,318.0
89mm,C,2100,1900,347.0
89mm,C,2300,1900,379.0
89mm,C,2500,1900,404.0
89mm,C,2700,1900,434.0
89mm,C,2900,1900,461.0
89mm,C,3100,1900,477.0
89mm,C,3300,1900,491.0
89mm,C,3500,1900,500.0
89mm,C,3750,1900,511.0
89mm,C,1000,2100,204.0
89mm,C,1300,2100,235.0
89mm,C,1500,2100,269.0
89mm,C,1700,2100,301.0
89mm,C,1900,2100,329.0
89mm,C,2100,2100,356.0
89mm,C,2300,2100,385.0
89mm,C,2500,2100,413.0
89mm,C,2700,2100,447.0
89mm,C,2900,2100,473.0
89mm,C,3100,2100,495.0
89mm,C,3300,2100,501.0
89mm,C,3500,2100,513.0
89mm,C,3750,2100,534.0
89mm,C,1000,2300,210.0
89mm,C,1300,2300,245.0
89mm,C,1500,2300,282.0
89mm,C,1700,2300,311.0
89mm,C,1900,2300,342.0
89mm,C,2100,2300,368.0
89mm,C,2300,2300,397.0
89mm,C,2500,2300,430.0
89mm,C,2700,2300,459.0
89mm,C,2900,2300,491.0
89mm,C,3100,2300,511.0
89mm,C,3300,2300,518.0
89mm,C,3500,2300,531.0
89mm,C,3750,2300,546.0
89mm,C,1000,2500,216.0
89mm,C,1300,2500,250.0
89mm,C,1500,2500,286.0
