system,band,width_mm,drop_mm,price
Model 03 Double Track,STD,2100,2000,1238
Model 03 Single,STD,2400,2000,1223
Model 03 Double Track,STD,2400,2000,1415
Model 03 Single,STD,2700,2000,1376
Model 03 Double Track,STD,2700,2000,1592
Model 03 Single,STD,3100,2000,1580
Model 03 Double Track,STD,3100,2000,1828
Model 03 Single,STD,4000,2000,2039
Model 03 Double Track,STD,4000,2000,2359
Model 03 Single,STD,5000,2000,2549
Model 03 Double Track,STD,5000,2000,2948
Model 03 Single,STD,6000,2000,3059
Model 03 Double Track,STD,6000,2000,3538
Model 03 Single,STD,900,2200,505
Model 03 Double Track,STD,900,2200,584
Model 03 Single,STD,1200,2200,673
Model 03 Double Track,STD,1200,2200,778
Model 03 Single,STD,1500,2200,841
Model 03 Double Track,STD,1500,2200,973
Model 03 Single,STD,1800,2200,1009
Model 03 Double Track,STD,1800,2200,1168
Model 03 Single,STD,2100,2200,1178
Model 03 Double Track,STD,2100,2200,1362
Model 03 Single,STD,2400,2200,1346
Model 03 Double Track,STD,2400,2200,1557
Model 03 Single,STD,2700,2200,1514
Model 03 Double Track,STD,2700,2200,1751
Model 03 Single,STD,3100,2200,1738
Model 03 Double Track,STD,3100,2200,2011
Model 03 Single,STD,4000,2200,2243
Model 03 Double Track,STD,4000,2200,2595
Model 03 Single,STD,5000,2200,2804
Model 03 Double Track,STD,5000,2200,3243
Model 03 Single,STD,6000,2200,3364
Model 03 Double Track,STD,6000,2200,3892
Model 03 Single,STD,900,2400,551
Model 03 Double Track,STD,900,2400,637
Model 03 Single,STD,1200,2400,734
Model 03 Double Track,STD,1200,2400,849
Model 03 Single,STD,1500,2400,918
Model 03 Double Track,STD,1500,2400,1061
Model 03 Single,STD,1800,2400,1101
Model 03 Double Track,STD,1800,2400,1274
Model 03 Single,STD,2100,2400,1285
Model 03 Double Track,STD,2100,2400,1486
Model 03 Single,STD,2400,2400,1468
Model 03 Double Track,STD,2400,2400,1698
Model 03 Single,STD,2700,2400,1652
Model 03 Double Track,STD,2700,2400,1911
Model 03 Single,STD,3100,2400,1896
Model 03 Double Track,STD,3100,2400,2194
Model 03 Single,STD,4000,2400,2447
Model 03 Double Track,STD,4000,2400,2830
Model 03 Single,STD,5000,2400,3059
Model 03 Double Track,STD,5000,2400,3538
Model 03 Single,STD,6000,2400,3670
Model 03 Double Track,STD,6000,2400,4246
Model 03 Single,STD,900,2600,596
Model 03 Double Track,STD,900,2600,690
Model 03 Single,STD,1200,2600,795
Model 03 Double Track,STD,1200,2600,920
Model 03 Single,STD,1500,2600,994
Model 03 Double Track,STD,1500,2600,1150
Model 03 Single,STD,1800,2600,1193
Model 03 Double Track,STD,1800,2600,1380
Model 03 Single,STD,2100,2600,1392
Model 03 Double Track,STD,2100,2600,1610
Model 03 Single,STD,2400,2600,1590
Model 03 Double Track,STD,2400,2600,1840
Model 03 Single,STD,2700,2600,1789
Model 03 Double Track,STD,2700,2600,2070
Model 03 Single,STD,3100,2600,2054
Model 03 Double Track,STD,3100,2600,2376
Model 03 Single,STD,4000,2600,2651
Model 03 Double Track,STD,4000,2600,3066
Model 03 Single,STD,5000,2600,3313
Model 03 Double Track,STD,5000,2600,3833
Model 03 Single,STD,6000,2600,3976
Model 03 Double Track,STD,6000,2600,4600
Model 03 Single,STD,900,2800,642
Model 03 Double Track,STD,900,2800,743
Model 03 Single,STD,1200,2800,856
Model 03 Double Track,STD,1200,2800,991
Model 03 Single,STD,1500,2800,1070
Model 03 Double Track,STD,1500,2800,1238
Model 03 Single,STD,1800,2800,1285
Model 03 Double Track,STD,1800,2800,1486
Model 03 Single,STD,2100,2800,1499
Model 03 Double Track,STD,2100,2800,1734
Model 03 Single,STD,2400,2800,1713
Model 03 Double Track,STD,2400,2800,1981
Model 03 Single,STD,2700,2800,1927
Model 03 Double Track,STD,2700,2800,2229
Model 03 Single,STD,3100,2800,2212
Model 03 Double Track,STD,3100,2800,2559
Model 03 Single,STD,4000,2800,2855
Model 03 Double Track,STD,4000,2800,3302
Model 03 Single,STD,5000,2800,3568
Model 03 Double Track,STD,5000,2800,4128
Model 03 Single,STD,6000,2800,4282
Model 03 Double Track,STD,6000,2800,4953
Model 03 Single,STD,900,3000,688
Model 03 Double Track,STD,900,3000,796
Model 03 Single,STD,1200,3000,917
Model 03 Double Track,STD,1200,3000,1062
Model 03 Single,STD,1500,3000,1146
Model 03 Double Track,STD,1500,3000,1326
Model 03 Single,STD,1800,3000,1377
Model 03 Double Track,STD,1800,3000,1592
Model 03 Single,STD,2100,3000,1606
Model 03 Double Track,STD,2100,3000,1858
Model 03 Single,STD,2400,3000,1836
Model 03 Double Track,STD,2400,3000,2123
Model 03 Single,STD,2700,3000,2065
Model 03 Double Track,STD,2700,3000,2388
Model 03 Single,STD,3100,3000,2370
Model 03 Double Track,STD,3100,3000,2742
Model 03 Single,STD,4000,3000,3059
Model 03 Double Track,STD,4000,3000,3538
Model 03 Single,STD,5000,3000,3823
Model 03 Double Track,STD,5000,3000,4423
Model 03 Single,STD,6000,3000,4588
Model 03 Double Track,STD,6000,3000,5306
