name,colour,band,code
UniColour Cream 3.0mt Roller,,B,RP5566
UniColour Cyan  2.5mt Roller,,B,RP2422
UniColour Cyan 2mt Roller,,B,RP2404
UniColour Cyan 3.0mt Roller,,B,RP5567
UniColour Dove 2.5mt Roller,,B,RP2416
UniColour Dove 2mt Roller,,B,RP2398
UniColour Dove 3.0mt Roller,,B,RP5568
UniColour Escape 2.0mt Roller,,B,RP5633
UniColour Escape 2.5mt Roller,,B,RP5634
UniColour Escape 3.0mt Roller,,B,RP5635
UniColour Flint 2.0mt Roller,,B,RP5642
UniColour Flint 2.5mt Roller,,B,RP5643
UniColour Flint 3.0mt Roller,,B,RP5644
UniColour Glade 2.0mt Roller,,B,RP5630
UniColour Glade 2.5mt Roller,,B,RP5631
UniColour Glade 3.0mt Roller,,B,RP5632
UniColour Kara 2.0mt Roller,,B,RP5693
UniColour Kara 2.5mt Roller,,B,RP5694
UniColour Kara 3.0mt Roller,,B,RP5695
UniColour Kiwi 2.0mt Roller,,B,RP5627
UniColour Kiwi 2.5mt Roller,,B,RP5628
UniColour Kiwi 3.0mt Roller,,B,RP5629
UniColour Lapis 2.0mt Roller,,B,RP5636
UniColour Lapis 2.5mt Roller,,B,RP5637
UniColour Lapis 3.0mt Roller,,B,RP5638
UniColour Luna 2.0mt Roller,,B,RP5696
UniColour Luna 2.5mt Roller,,B,RP5697
UniColour Luna 3.0mt Roller,,B,RP5698
UniColour Morello 2.0mt Roller,,B,RP5648
UniColour Morello 2.5mt Roller,,B,RP5649
UniColour Morello 3.0mt Roller,,B,RP5650
UniColour Mulberry 2.0mt Roller,,B,RP5618
UniColour Mulberry 2.5mt Roller,,B,RP5619
UniColour Mulberry 3.0mt Roller,,B,RP5620
UniColour Naro 2.0mt Roller,,B,RP5645
UniColour Naro 2.5mt Roller,,B,RP5646
UniColour Naro 3.0mt Roller,,B,RP5647
UniColour Navy 2.5mt Roller,,B,RP2428
UniColour Navy 2mt Roller,,B,RP2410
UniColour Navy 3.0mt Roller,,B,RP5569
UniColour Rayon 2.0mt Roller,,B,RP5615
UniColour Rayon 2.5mt Roller,,B,RP5616
UniColour Rayon 3.0mt Roller,,B,RP5617
UniColour Red 2.5mt Roller,,B,RP2420
UniColour Red 2mt Roller,,B,RP2402
UniColour Red 3.0mt Roller,,B,RP5570
UniColour Shell 2.0mt Roller,,B,RP5639
UniColour Shell 2.5mt Roller,,B,RP5640
UniColour Shell 3.0mt Roller,,B,RP5641
UniColour Taupe 2.5mt Roller,,B,RP2414
UniColour Taupe 2mt Roller,,B,RP2396
UniColour Taupe 3.0mt Roller,,B,RP5571
UniColour White 2.5mt Roller,,B,RP2411
UniColour White 2mt Roller,,B,RP2393
UniColour White 3.0mt Roller,,B,RP5572
Uniline Chalk 2.44mt Roller,,B,RP2050
Uniline Noir 2.44mt Roller,,B,RP2054
Unilux Anthracite 1.83mt Rolle,,A,RP5415
Unilux Anthracite 2.5mt Roller,,A,RP5714
Unilux Anthracite 3.0mt Roller,,A,RP5707
Unilux Black 1.83mt Roller,,A,RP070
Unilux Black 2.5mt Roller,,A,RP5708
Unilux Black 3.0mt Roller,,A,RP5701
Unilux Butter 1.83mt Roller,,A,RP1041
Unilux Butter 2.5mt Roller,,A,RP5709
Unilux Butter 3.0mt Roller,,A,RP5702
Unilux Cream 1.83mt Roller,,A,RP073
Unilux Cream 2.5mt Roller,,A,RP5710
Unilux Cream 3.0mt Roller,,A,RP5703
Unilux Granite 1.83mt Roller,,A,RP4073
Unilux Grey 1.83mt Roller,,A,RP072
Unilux Grey 2.5mt Roller,,A,RP5711
Unilux Grey 3.0mt Roller,,A,RP5704
Unilux Imperial 1.83mt Roller,,A,RP4076
Unilux Jade 1.83mt Roller,,A,RP5414
Unilux Lava 1.83mt Roller,,A,RP4075
Unilux Lime 1.83mt Roller,,A,RP4074
Unilux Linen 1.83mt Roller,,A,RP1043
Unilux Linen 2.5mt Roller,,A,RP5712
Unilux Linen 3.0mt Roller,,A,RP5705
Unilux Marine 1.83mt Roller,,A,RP1056
Unilux Solar 1.83mt Roller,,A,RP5413
Unilux Stone 1.83mt Roller,,A,RP5412
Unilux Surf 1.83mt Roller,,A,RP1055
Unilux White 1.83mt Roller,,A,RP071
Unilux White 2.5mt Roller,,A,RP5713
Unilux White 3.0mt Roller,,A,RP5706
UniShade Ash 2.0mt,,C,RP5573
UniShade Ash 2.5mt,,C,RP5585
UniShade Ash 3.0mt,,C,RP5597
UniShade Atmosphere 2.0mt Roller,,C,RP5663
UniShade Atmosphere 2.5mt Roller,,C,RP5664
UniShade Atmosphere 3.0mt Roller,,C,RP5665
UniShade Batik 2.0mt Roller,,C,RP5666
UniShade Batik 2.5mt Roller,,C,RP5667
UniShade Batik 3.0mt Roller,,C,RP5668
UniShade Beige 2.0mt,,C,RP5574
UniShade Beige 2.5mt,,C,RP5586
UniShade Beige 3.0mt,,C,RP5598
UniShade Black 2.0mt,,C,RP5575
UniShade Black 2.5mt,,C,RP5587
UniShade Black 3.0mt,,C,RP5599
UniShade Charcoal 2.0mt,,C,RP5576
UniShade Charcoal 2.5mt,,C,RP5588
UniShade Charcoal 3.0mt,,C,RP5600
UniShade Chocolate 2.0mt,,C,RP5577
UniShade Chocolate 2.5mt,,C,RP5589
UniShade Chocolate 3.0mt,,C,RP5601
UniShade Cream 2.0mt,,C,RP5578
UniShade Cream 2.5mt,,C,RP5590
UniShade Cream 3.0mt,,C,RP5602
UniShade Cyan 2.0mt,,C,RP5579
UniShade Cyan 2.5mt,,C,RP5591
UniShade Cyan 3.0mt,,C,RP5603
UniShade Dove 2.0mt,,C,RP5580
UniShade Dove 2.5mt,,C,RP5592
UniShade Dove 3.0mt,,C,RP5604
UniShade Escape 2.0mt Roller,,C,RP5675
UniShade Escape 2.5mt Roller,,C,RP5676
UniShade Escape 3.0mt Roller,,C,RP5677
UniShade Flint 2.0mt Roller,,C,RP5684
UniShade Flint 2.5mt Roller,,C,RP5685
UniShade Flint 3.0mt Roller,,C,RP5686
UniShade Glade 2.0mt Roller,,C,RP5672
UniShade Glade 2.5mt Roller,,C,RP5673
UniShade Glade 3.0mt Roller,,C,RP5674
UniShade Kara 2.0mt Roller,,C,RP5651
UniShade Kara 2.5mt Roller,,C,RP5652
UniShade Kara 3.0mt Roller,,C,RP5653
UniShade Kiwi 2.0mt Roller,,C,RP5669
UniShade Kiwi 2.5mt Roller,,C,RP5670
UniShade Kiwi 3.0mt Roller,,C,RP5671
UniShade Lapis 2.0mt Roller,,C,RP5678
UniShade Lapis 2.5mt Roller,,C,RP5679
UniShade Lapis 3.0mt Roller,,C,RP5680
UniShade Luna 2.0mt Roller,,C,RP5654
UniShade Luna 2.5mt Roller,,C,RP5655
UniShade Luna 3.0mt Roller,,C,RP5656
UniShade Morello 2.0mt Roller,,C,RP5690
UniShade Morello 2.5mt Roller,,C,RP5691
UniShade Morello 3.0mt Roller,,C,RP5692
UniShade Mulberry 2.0mt Roller,,C,RP5660
UniShade Mulberry 2.5mt Roller,,C,RP5661
UniShade Mulberry 3.0mt Roller,,C,RP5662
UniShade Naro 2.0mt Roller,,C,RP5687
UniShade Naro 2.5mt Roller,,C,RP5688
UniShade Naro 3.0mt Roller,,C,RP5689
UniShade Navy 2.0mt,,C,RP5581
UniShade Navy 2.5mt,,C,RP5593
UniShade Navy 3.0mt,,C,RP5605
UniShade Rayon 2.0mt Roller,,C,RP5657
UniShade Rayon 2.5mt Roller,,C,RP5658
UniShade Rayon 3.0mt Roller,,C,RP5659
UniShade Red 2.0mt,,C,RP5582
UniShade Red 2.5mt,,C,RP5594
UniShade Red 3.0mt,,C,RP5606
UniShade Shell 2.0mt Roller,,C,RP5681
UniShade Shell 2.5mt Roller,,C,RP5682
UniShade Shell 3.0mt Roller,,C,RP5683
UniShade Taupe 2.0mt,,C,RP5583
UniShade Taupe 2.5mt,,C,RP5595
UniShade Taupe 3.0mt,,C,RP5607
UniShade White 2.0mt,,C,RP5584
UniShade White 2.5mt,,C,RP5596
UniShade White 3.0mt,,C,RP5608
Uniview 1100 Canola 1.83mt Rol,,E,RPU754
Uniview 1100 Canola 2.5mt Roll,,E,RPU760
Uniview 1100 Canola 3.0 mt Rol,,E,RPU766
Uniview 1100 Nutmeg 1.83mt Rol,,E,RPU749
Uniview 1100 Nutmeg 2.5mt Roll,,E,RPU755
Uniview 1100 Nutmeg 3.0 mt Rol,,E,RPU761
Uniview 1100 Shadow 1.83mt Rol,,E,RPU750
Uniview 1100 Shadow 2.5mt Roll,,E,RPU756
Uniview 1100 Shadow 3.0 mt Rol,,E,RPU762
Uniview 1100 Storm 1.83mt Roll,,E,RPU751
Uniview 1100 Storm 2.5mt Rolle,,E,RPU757
Uniview 1100 Storm 3.0mt Rolle,,E,RPU763
Uniview 1100 Twilight 1.83mt R,,E,RPU752
Uniview 1100 Twilight 2.5mt Ro,,E,RPU758
Uniview 1100 Twilight 3.0 mt R,,E,RPU764
Uniview 1100 Winter White 1.83,,E,RPU753
Uniview 1100 Winter White 2.5M,,E,RPU759
Uniview 1100 Winter White 3.0 mt,,E,RPU765
Uniview 1300 Alabaster 1.83mt,,E,RPU728
Uniview 1300 Alabaster 2.5mt,,E,RPU736
Uniview 1300 Alabaster 3.0mt,,E,RPU744
Uniview 1300 Beige 1.83mt,,E,RPU722
Uniview 1300 Beige 2.5mt Rolle,,E,RPU730
Uniview 1300 Beige 3.0mt Rolle,,E,RPU738
Uniview 1300 Cool Grey 1.83mt,,E,RPU729
Uniview 1300 Cool Grey 2.5mt,,E,RPU737
Uniview 1300 Cool Grey 3.0mt,,E,RPU745
Uniview 1300 Crystal 1.83mt,,E,RPU723
Uniview 1300 Crystal 2.5mt,,E,RPU731
Uniview 1300 Crystal 3.0mt,,E,RPU739
Uniview 1300 Jet 1.83mt,,E,RPU725
Uniview 1300 Jet 2.5mt,,E,RPU733
Uniview 1300 Jet 3.0mt,,E,RPU741
Uniview 1300 Pearl Grey 1.83mt,,E,RPU724
Uniview 1300 Pearl Grey 2.5mt,,E,RPU732
Uniview 1300 Pearl Grey 3.0mt,,E,RPU740
Uniview 1300 Soft Steel 1.83mt,,E,RPU727
Uniview 1300 Soft Steel 2.5mt,,E,RPU735
Uniview 1300 Soft Steel 3.0mt,,E,RPU743
Uniview 1300 Stellar 1.83mt,,E,RPU726
Uniview 1300 Stellar 2.5mt,,E,RPU734
Uniview 1300 Stellar 3.0mt,,E,RPU742
Uniview 3000 Alabaster 1.83mt,,D,RPU716
Uniview 3000 Alabaster 2.5mt,,D,RPU717
Uniview 3000 Alabaster 3.0mt,,D,RPU718
Uniview 3000 Beige 1.83mt,,D,RPU664
Uniview 3000 Beige 2.5mt,,D,RPU631
Uniview 3000 Beige 3.0mt,,D,RPU681
Uniview 3000 Cool Grey 1.83mt,,D,RPU719
Uniview 3000 Cool Grey 2.5mt,,D,RPU720
Uniview 3000 Cool Grey 3.0mt,,D,RPU721
Uniview 3000 Crystal  1.83mt Roller,,D,RPU663
Uniview 3000 Crystal 2.5mt Roller,,D,RPU630
Uniview 3000 Crystal 3.0mt Roller,,D,RPU680
Uniview 3000 Eco Athena 3.0mt,,E,RPU769
Uniview 3000 Eco Intense 3.0mt,,E,RPU767
Uniview 3000 Eco Luna 3.0mt,,E,RPU768
Uniview 3000 Eco Quartz 3.0mt,,E,RPU770
Uniview 3000 Jet 1.83mt,,D,RPU669
Uniview 3000 Jet 2.5mt,,D,RPU636
Uniview 3000 Jet 3.0mt,,D,RPU686
Uniview 3000 Pearl Grey 1.83mt Roller,,D,RPU665
Uniview 3000 Pearl Grey 2.5mt Roller,,D,RPU632
Uniview 3000 Pearl Grey 3.0mt Roller,,D,RPU682
Uniview 3000 Soft Steel 1.83mt Roller,,D,RPU666
Uniview 3000 Soft Steel 2.5mt Roller,,D,RPU633
Uniview 3000 Soft Steel 3.0mt Roller,,D,RPU683
Uniview 3000 Stellar 1.83mt Roller,,D,RPU668
Uniview 3000 Stellar 2.5mt Roller,,D,RPU635
Uniview 3000 Stellar 3.0mt Roller,,D,RPU685
Uniview 3100 Canola 1.83mt Roller,,D,RPU746
Uniview 3100 Canola 2.5mt Roller,,D,RPU747
Uniview 3100 Canola 3.0mt Roller,,D,RPU748
Uniview 3100 Nutmeg 1.83mt Roller,,D,RPU649
Uniview 3100 Nutmeg 2.5mt Roller,,D,RPU660
Uniview 3100 Nutmeg 3.0mt Roller,,D,RPU696
Uniview 3100 Shadow 1.83mt Roller,,D,RPU648
Uniview 3100 Shadow 2.5mt Roller,,D,RPU659
Uniview 3100 Shadow 3.0mt Roller,,D,RPU693
Uniview 3100 Storm 1.83mt Roller,,D,RPU650
Uniview 3100 Storm 2.5mt Roller,,D,RPU661
Uniview 3100 Storm 3.0mt Roller,,D,RPU692
Uniview 3100 Twilight 1.83mt Roller,,D,RPU651
Uniview 3100 Twilight 2.5mt Roller,,D,RPU662
Uniview 3100 Twilight 3.0mt Roller,,D,RPU694
Uniview 3100 Winter White 1.8mt Roller,,D,RPU646
Uniview 3100 Winter White 2.5mt Roller,,D,RPU657
Uniview 3100 Winter White 3.0mt Roller,,D,RPU695
Uniview 3200 Astral 1.83mt Roller,,D,RPU703
Uniview 3200 Astral 2.5mt Roller,,D,RPU709
Uniview 3200 Astral 3.0mt Roller,,D,RPU715
Uniview 3200 Dune 1.83mt Roller,,D,RPU699
Uniview 3200 Dune 2.5mt Roller,,D,RPU705
Uniview 3200 Dune 3.0mt Roller,,D,RPU711
Uniview 3200 Prima 1.83mt Roller,,D,RPU698
Uniview 3200 Prima 2.5mt Roller,,D,RPU704
Uniview 3200 Prima 3.0mt Roller,,D,RPU710
Uniview 3200 Spark 1.83mt Roller,,D,RPU700
Uniview 3200 Spark 2.5mt Roller,,D,RPU706
Uniview 3200 Spark 3.0mt Roller,,D,RPU712
Uniview 3200 Spectre 1.83mt Roller,,D,RPU702
Uniview 3200 Spectre 2.5mt Roller,,D,RPU708
Uniview 3200 Spectre 3.0mt Roller,,D,RPU714
Uniview 3200 Urbane 1.83mt Roller,,D,RPU701
Uniview 3200 Urbane 2.5mt Roller,,D,RPU707
Uniview 3200 Urbane 3.0mt Roller,,D,RPU713
Uniview Zero Cameo 2.0mt Roller,,E,RPU673
Uniview Zero Chalk 2.0mt Roller,,E,RPU670
Uniview Zero Ebony 2.0mt Roller,,E,RPU675
Uniview Zero Glacier 2.0mt Roller,,E,RPU672
Uniview Zero Sandstorm 2.0mt Roller,,E,RPU674
Uniview Zero Shell 2.0mt Roller,,E,RPU671
Verona Cream 2.0mt Roller,,A,RP1225
Verona White 2.0mt Roller,,A,RP1224
Vivi Glow 2.0mt Roller,,D,RP6037
Vivi Jada 2.0MT Roller,,D,RP5319
Vivi Senator 2.0mt Roller,,D,RP6040
Vivi Stone 2.0mt Roller,,D,RP6041
Zafira Cobalt 2.0MT Roller,,C,RP5457
Zafira Sand 2.0MT Roller,,C,RP5459
Zafira Spice 2.0MT Roller,,C,RP5458
Zara Cream Wide 2.0mt Roller,,A,RP749
Zara White Wide 2.0mt Roller,,A,RP748
