system,band,width_mm,drop_mm,price
25mm,STD,3610,2260,265.0
25mm,STD,3760,2260,278.0
25mm,STD,4000,2260,292.0
25mm,STD,460,2410,66.0
25mm,STD,610,2410,76.0
25mm,STD,760,2410,85.0
25mm,STD,910,2410,96.0
25mm,STD,1060,2410,105.0
25mm,STD,1210,2410,117.0
25mm,STD,1360,2410,123.0
25mm,STD,1510,2410,136.0
25mm,STD,1660,2410,147.0
25mm,STD,1810,2410,156.0
25mm,STD,1960,2410,166.0
25mm,STD,2110,2410,179.0
25mm,STD,2260,2410,186.0
25mm,STD,2410,2410,197.0
25mm,STD,2560,2410,206.0
25mm,STD,2710,2410,217.0
25mm,STD,2860,2410,229.0
25mm,STD,3010,2410,237.0
25mm,STD,3160,2410,250.0
25mm,STD,3310,2410,262.0
25mm,STD,3460,2410,269.0
25mm,STD,3610,2410,280.0
25mm,STD,3760,2410,289.0
25mm,STD,4000,2410,306.0
25mm,STD,460,2560,66.0
25mm,STD,610,2560,76.0
25mm,STD,760,2560,86.0
25mm,STD,910,2560,97.0
25mm,STD,1060,2560,107.0
25mm,STD,1210,2560,119.0
25mm,STD,1360,2560,128.0
25mm,STD,1510,2560,141.0
25mm,STD,1660,2560,151.0
25mm,STD,1810,2560,164.0
25mm,STD,1960,2560,172.0
25mm,STD,2110,2560,185.0
25mm,STD,2260,2560,195.0
25mm,STD,2410,2560,205.0
25mm,STD,2560,2560,217.0
25mm,STD,2710,2560,229.0
25mm,STD,2860,2560,242.0
25mm,STD,3010,2560,250.0
25mm,STD,3160,2560,263.0
25mm,STD,3310,2560,270.0
25mm,STD,3460,2560,282.0
25mm,STD,3610,2560,292.0
25mm,STD,3760,2560,303.0
25mm,STD,4000,2560,322.0
25mm,STD,460,2710,67.0
25mm,STD,610,2710,79.0
25mm,STD,760,2710,94.0
25mm,STD,910,2710,104.0
25mm,STD,1060,2710,116.0
25mm,STD,1210,2710,123.0
25mm,STD,1360,2710,136.0
25mm,STD,1510,2710,147.0
25mm,STD,1660,2710,161.0
25mm,STD,1810,2710,171.0
25mm,STD,1960,2710,183.0
25mm,STD,2110,2710,193.0
25mm,STD,2260,2710,203.0
25mm,STD,2410,2710,217.0
25mm,STD,2560,2710,229.0
25mm,STD,2710,2710,237.0
25mm,STD,2860,2710,250.0
25mm,STD,3010,2710,262.0
25mm,STD,3160,2710,273.0
25mm,STD,3310,2710,285.0
25mm,STD,3460,2710,297.0
25mm,STD,3610,2710,306.0
25mm,STD,3760,2710,316.0
25mm,STD,4000,2710,338.0
25mm,STD,460,2860,69.0
25mm,STD,610,2860,81.0
25mm,STD,760,2860,96.0
25mm,STD,910,2860,105.0
25mm,STD,1060,2860,117.0
25mm,STD,1210,2860,128.0
25mm,STD,1360,2860,141.0
25mm,STD,1510,2860,155.0
25mm,STD,1660,2860,165.0
25mm,STD,1810,2860,179.0
25mm,STD,1960,2860,187.0
25mm,STD,2110,2860,202.0
25mm,STD,2260,2860,215.0
25mm,STD,2410,2860,225.0
25mm,STD,2560,2860,235.0
25mm,STD,2710,2860,250.0
25mm,STD,2860,2860,262.0
25mm,STD,3010,2860,273.0
25mm,STD,3160,2860,285.0
25mm,STD,3310,2860,297.0
25mm,STD,3460,2860,308.0
25mm,STD,3610,2860,320.0
25mm,STD,3760,2860,330.0
25mm,STD,4000,2860,351.0
25mm,STD,460,3010,70.0
25mm,STD,610,3010,85.0
25mm,STD,760,3010,97.0
25mm,STD,910,3010,107.0
25mm,STD,1060,3010,120.0
25mm,STD,1210,3010,136.0
25mm,STD,1360,3010,147.0
25mm,STD,1510,3010,161.0
25mm,STD,1660,3010,171.0
25mm,STD,1810,3010,185.0
25mm,STD,1960,3010,197.0
25mm,STD,2110,3010,206.0
25mm,STD,2260,3010,221.0
25mm,STD,2410,3010,233.0
25mm,STD,2560,3010,246.0
25mm,STD,2710,3010,262.0
25mm,STD,2860,3010,270.0
25mm,STD,3010,3010,285.0
25mm,STD,3160,3010,297.0
25mm,STD,3310,3010,308.0
25mm,STD,3460,3010,320.0
25mm,STD,3610,3010,332.0
25mm,STD,3760,3010,348.0
25mm,STD,4000,3010,366.0
25mm,STD,460,3160,70.0
25mm,STD,610,3160,86.0
25mm,STD,760,3160,100.0
25mm,STD,910,3160,116.0
25mm,STD,1060,3160,126.0
25mm,STD,1210,3160,138.0
25mm,STD,1360,3160,151.0
25mm,STD,1510,3160,165.0
25mm,STD,1660,3160,181.0
25mm,STD,1810,3160,187.0
25mm,STD,1960,3160,203.0
25mm,STD,2110,3160,217.0
25mm,STD,2260,3160,232.0
25mm,STD,2410,3160,244.0
25mm,STD,2560,3160,255.0
25mm,STD,2710,3160,269.0
25mm,STD,2860,3160,282.0
25mm,STD,3010,3160,297.0
25mm,STD,3160,3160,308.0
25mm,STD,3310,3160,320.0
25mm,STD,3460,3160,332.0
25mm,STD,3610,3160,348.0
25mm,STD,3760,3160,361.0
25mm,STD,460,3310,76.0
25mm,STD,610,3310,88.0
25mm,STD,760,3310,104.0
25mm,STD,910,3310,117.0
25mm,STD,1060,3310,128.0
25mm,STD,1210,3310,146.0
25mm,STD,1360,3310,156.0
25mm,STD,1510,3310,171.0
25mm,STD,1660,3310,185.0
25mm,STD,1810,3310,197.0
25mm,STD,1960,3310,212.0
25mm,STD,2110,3310,225.0
25mm,STD,2260,3310,237.0
25mm,STD,2410,3310,252.0
25mm,STD,2560,3310,265.0
25mm,STD,2710,3310,280.0
25mm,STD,2860,3310,292.0
25mm,STD,3010,3310,306.0
25mm,STD,3160,3310,320.0
25mm,STD,3310,3310,332.0
25mm,STD,3460,3310,348.0
25mm,STD,3610,3310,361.0
25mm,STD,460,3460,79.0
25mm,STD,610,3460,94.0
25mm,STD,760,3460,105.0
25mm,STD,910,3460,119.0
25mm,STD,1060,3460,136.0
25mm,STD,1210,3460,149.0
25mm,STD,1360,3460,164.0
25mm,STD,1510,3460,179.0
25mm,STD,1660,3460,187.0
25mm,STD,1810,3460,205.0
25mm,STD,1960,3460,220.0
25mm,STD,2110,3460,233.0
25mm,STD,2260,3460,246.0
25mm,STD,2410,3460,262.0
25mm,STD,2560,3460,278.0
25mm,STD,2710,3460,289.0
25mm,STD,2860,3460,303.0
25mm,STD,3010,3460,316.0
25mm,STD,3160,3460,330.0
25mm,STD,3310,3460,348.0
25mm,STD,3460,3460,361.0
25mm,STD,460,3610,79.0
25mm,STD,610,3610,96.0
25mm,STD,760,3610,107.0
25mm,STD,910,3610,123.0
25mm,STD,1060,3610,138.0
25mm,STD,1210,3610,155.0
25mm,STD,1360,3610,166.0
25mm,STD,1510,3610,183.0
25mm,STD,1660,3610,197.0
25mm,STD,1810,3610,212.0
25mm,STD,1960,3610,229.0
25mm,STD,2110,3610,241.0
25mm,STD,2260,3610,255.0
25mm,STD,2410,3610,270.0
25mm,STD,2560,3610,285.0
25mm,STD,2710,3610,301.0
25mm,STD,2860,3610,314.0
25mm,STD,3010,3610,329.0
25mm,STD,3160,3610,347.0
25mm,STD,3310,3610,350.0
25mm,STD,460,3760,81.0
25mm,STD,610,3760,97.0
25mm,STD,760,3760,114.0
25mm,STD,910,3760,126.0
25mm,STD,1060,3760,146.0
25mm,STD,1210,3760,156.0
25mm,STD,1360,3760,172.0
25mm,STD,1510,3760,186.0
25mm,STD,1660,3760,203.0
25mm,STD,1810,3760,220.0
25mm,STD,1960,3760,233.0
25mm,STD,2110,3760,250.0
25mm,STD,2260,3760,263.0
25mm,STD,2410,3760,280.0
25mm,STD,2560,3760,297.0
25mm,STD,2710,3760,308.0
25mm,STD,2860,3760,324.0
25mm,STD,3010,3760,342.0
25mm,STD,3160,3760,352.0
25mm,STD,460,4000,85.0
25mm,STD,610,4000,100.0
25mm,STD,760,4000,117.0
25mm,STD,910,4000,135.0
25mm,STD,1060,4000,149.0
25mm,STD,1210,4000,165.0
25mm,STD,1360,4000,183.0
25mm,STD,1510,4000,197.0
25mm,STD,1660,4000,215.0
25mm,STD,1810,4000,232.0
25mm,STD,1960,4000,246.0
25mm,STD,2110,4000,263.0
25mm,STD,2260,4000,280.0
25mm,STD,2410,4000,292.0
25mm,STD,2560,4000,308.0
25mm,STD,2710,4000,324.0
25mm,STD,2860,4000,342.0
25mm,STD,3010,4000,356.0
25mm,SE,460,610,43.0
25mm,SE,610,610,50.0
25mm,SE,760,610,55.0
25mm,SE,910,610,62.0
25mm,SE,1060,610,66.0
25mm,SE,1210,610,69.0
25mm,SE,1360,610,70.0
25mm,SE,1510,610,79.0
25mm,SE,1660,610,85.0
25mm,SE,1810,610,88.0
25mm,SE,1960,610,96.0
25mm,SE,2110,610,97.0
25mm,SE,2260,610,104.0
25mm,SE,2410,610,107.0
25mm,SE,2560,610,116.0
25mm,SE,2710,610,117.0
25mm,SE,2860,610,120.0
25mm,SE,3010,610,126.0
25mm,SE,3160,610,135.0
25mm,SE,3310,610,136.0
25mm,SE,3460,610,141.0
25mm,SE,3610,610,147.0
25mm,SE,3760,610,151.0
25mm,SE,4000,610,156.0
25mm,SE,460,760,49.0
25mm,SE,610,760,55.0
25mm,SE,760,760,62.0
25mm,SE,910,760,66.0
25mm,SE,1060,760,69.0
25mm,SE,1210,760,76.0
25mm,SE,1360,760,81.0
25mm,SE,1510,760,86.0
25mm,SE,1660,760,94.0
25mm,SE,1810,760,97.0
25mm,SE,1960,760,105.0
25mm,SE,2110,760,114.0
25mm,SE,2260,760,117.0
25mm,SE,2410,760,120.0
25mm,SE,2560,760,126.0
25mm,SE,2710,760,135.0
25mm,SE,2860,760,138.0
25mm,SE,3010,760,146.0
25mm,SE,3160,760,149.0
25mm,SE,3310,760,155.0
25mm,SE,3460,760,161.0
25mm,SE,3610,760,165.0
25mm,SE,3760,760,171.0
25mm,SE,4000,760,181.0
25mm,SE,460,910,50.0
25mm,SE,610,910,56.0
25mm,SE,760,910,66.0
25mm,SE,910,910,69.0
25mm,SE,1060,910,76.0
25mm,SE,1210,910,85.0
25mm,SE,1360,910,88.0
25mm,SE,1510,910,96.0
25mm,SE,1660,910,104.0
25mm,SE,1810,910,107.0
25mm,SE,1960,910,116.0
25mm,SE,2110,910,120.0
25mm,SE,2260,910,126.0
25mm,SE,2410,910,136.0
25mm,SE,2560,910,141.0
25mm,SE,2710,910,147.0
25mm,SE,2860,910,155.0
25mm,SE,3010,910,161.0
25mm,SE,3160,910,165.0
25mm,SE,3310,910,172.0
25mm,SE,3460,910,181.0
25mm,SE,3610,910,185.0
25mm,SE,3760,910,193.0
25mm,SE,4000,910,203.0
25mm,SE,460,1060,55.0
25mm,SE,610,1060,63.0
25mm,SE,760,1060,67.0
25mm,SE,910,1060,76.0
25mm,SE,1060,1060,85.0
25mm,SE,1210,1060,88.0
25mm,SE,1360,1060,97.0
25mm,SE,1510,1060,105.0
25mm,SE,1660,1060,114.0
25mm,SE,1810,1060,119.0
25mm,SE,1960,1060,123.0
25mm,SE,2110,1060,135.0
25mm,SE,2260,1060,141.0
25mm,SE,2410,1060,147.0
25mm,SE,2560,1060,155.0
25mm,SE,2710,1060,164.0
25mm,SE,2860,1060,166.0
25mm,SE,3010,1060,179.0
25mm,SE,3160,1060,185.0
25mm,SE,3310,1060,187.0
25mm,SE,3460,1060,197.0
25mm,SE,3610,1060,205.0
25mm,SE,3760,1060,212.0
25mm,SE,4000,1060,225.0
25mm,SE,460,1210,56.0
25mm,SE,610,1210,66.0
25mm,SE,760,1210,70.0
25mm,SE,910,1210,81.0
25mm,SE,1060,1210,88.0
25mm,SE,1210,1210,97.0
25mm,SE,1360,1210,105.0
25mm,SE,1510,1210,116.0
25mm,SE,1660,1210,120.0
25mm,SE,1810,1210,128.0
25mm,SE,1960,1210,136.0
25mm,SE,2110,1210,146.0
25mm,SE,2260,1210,151.0
25mm,SE,2410,1210,161.0
25mm,SE,2560,1210,166.0
25mm,SE,2710,1210,179.0
25mm,SE,2860,1210,185.0
25mm,SE,3010,1210,193.0
25mm,SE,3160,1210,202.0
25mm,SE,3310,1210,206.0
25mm,SE,3460,1210,217.0
25mm,SE,3610,1210,225.0
25mm,SE,3760,1210,233.0
25mm,SE,4000,1210,246.0
25mm,SE,460,1360,62.0
25mm,SE,610,1360,67.0
25mm,SE,760,1360,76.0
25mm,SE,910,1360,86.0
25mm,SE,1060,1360,96.0
25mm,SE,1210,1360,104.0
25mm,SE,1360,1360,114.0
25mm,SE,1510,1360,120.0
25mm,SE,1660,1360,128.0
25mm,SE,1810,1360,138.0
25mm,SE,1960,1360,147.0
25mm,SE,2110,1360,156.0
25mm,SE,2260,1360,165.0
25mm,SE,2410,1360,172.0
25mm,SE,2560,1360,183.0
25mm,SE,2710,1360,193.0
25mm,SE,2860,1360,202.0
25mm,SE,3010,1360,206.0
25mm,SE,3160,1360,217.0
25mm,SE,3310,1360,229.0
25mm,SE,3460,1360,235.0
25mm,SE,3610,1360,244.0
25mm,SE,3760,1360,252.0
25mm,SE,4000,1360,269.0
25mm,SE,460,1510,63.0
25mm,SE,610,1510,70.0
25mm,SE,760,1510,81.0
25mm,SE,910,1510,94.0
25mm,SE,1060,1510,100.0
25mm,SE,1210,1510,114.0
25mm,SE,1360,1510,119.0
25mm,SE,1510,1510,128.0
25mm,SE,1660,1510,138.0
25mm,SE,1810,1510,149.0
25mm,SE,1960,1510,156.0
25mm,SE,2110,1510,166.0
25mm,SE,2260,1510,181.0
25mm,SE,2410,1510,186.0
25mm,SE,2560,1510,197.0
25mm,SE,2710,1510,205.0
25mm,SE,2860,1510,217.0
25mm,SE,3010,1510,225.0
25mm,SE,3160,1510,235.0
25mm,SE,3310,1510,244.0
25mm,SE,3460,1510,255.0
25mm,SE,3610,1510,263.0
25mm,SE,3760,1510,273.0
25mm,SE,4000,1510,289.0
25mm,SE,460,1660,66.0
25mm,SE,610,1660,76.0
25mm,SE,760,1660,86.0
25mm,SE,910,1660,97.0
25mm,SE,1060,1660,105.0
25mm,SE,1210,1660,117.0
25mm,SE,1360,1660,126.0
25mm,SE,1510,1660,138.0
25mm,SE,1660,1660,149.0
25mm,SE,1810,1660,161.0
25mm,SE,1960,1660,166.0
25mm,SE,2110,1660,181.0
25mm,SE,2260,1660,187.0
25mm,SE,2410,1660,202.0
25mm,SE,2560,1660,212.0
25mm,SE,2710,1660,221.0
25mm,SE,2860,1660,232.0
25mm,SE,3010,1660,241.0
25mm,SE,3160,1660,252.0
25mm,SE,3310,1660,263.0
25mm,SE,3460,1660,273.0
25mm,SE,3610,1660,285.0
25mm,SE,3760,1660,297.0
25mm,SE,4000,1660,312.0
25mm,SE,460,1810,67.0
25mm,SE,610,1810,79.0
25mm,SE,760,1810,88.0
25mm,SE,910,1810,100.0
25mm,SE,1060,1810,116.0
25mm,SE,1210,1810,123.0
25mm,SE,1360,1810,136.0
25mm,SE,1510,1810,147.0
25mm,SE,1660,1810,156.0
25mm,SE,1810,1810,166.0
25mm,SE,1960,1810,181.0
25mm,SE,2110,1810,193.0
25mm,SE,2260,1810,203.0
25mm,SE,2410,1810,215.0
25mm,SE,2560,1810,225.0
25mm,SE,2710,1810,235.0
25mm,SE,2860,1810,246.0
25mm,SE,3010,1810,257.0
25mm,SE,3160,1810,270.0
25mm,SE,3310,1810,282.0
25mm,SE,3460,1810,292.0
25mm,SE,3610,1810,303.0
25mm,SE,3760,1810,314.0
25mm,SE,4000,1810,332.0
25mm,SE,460,1960,69.0
25mm,SE,610,1960,81.0
25mm,SE,760,1960,96.0
25mm,SE,910,1960,105.0
25mm,SE,1060,1960,119.0
25mm,SE,1210,1960,128.0
25mm,SE,1360,1960,146.0
25mm,SE,1510,1960,155.0
25mm,SE,1660,1960,166.0
25mm,SE,1810,1960,181.0
25mm,SE,1960,1960,187.0
25mm,SE,2110,1960,203.0
25mm,SE,2260,1960,215.0
25mm,SE,2410,1960,229.0
25mm,SE,2560,1960,237.0
25mm,SE,2710,1960,252.0
25mm,SE,2860,1960,263.0
25mm,SE,3010,1960,273.0
25mm,SE,3160,1960,287.0
25mm,SE,3310,1960,300.0
25mm,SE,3460,1960,312.0
25mm,SE,3610,1960,322.0
25mm,SE,3760,1960,338.0
25mm,SE,4000,1960,352.0
25mm,SE,460,2110,73.0
25mm,SE,610,2110,85.0
25mm,SE,760,2110,100.0
25mm,SE,910,2110,114.0
25mm,SE,1060,2110,123.0
25mm,SE,1210,2110,138.0
25mm,SE,1360,2110,149.0
25mm,SE,1510,2110,164.0
25mm,SE,1660,2110,175.0
25mm,SE,1810,2110,187.0
25mm,SE,1960,2110,202.0
25mm,SE,2110,2110,215.0
25mm,SE,2260,2110,229.0
25mm,SE,2410,2110,241.0
25mm,SE,2560,2110,252.0
25mm,SE,2710,2110,265.0
25mm,SE,2860,2110,280.0
25mm,SE,3010,2110,289.0
25mm,SE,3160,2110,303.0
25mm,SE,3310,2110,316.0
25mm,SE,3460,2110,330.0
25mm,SE,3610,2110,342.0
25mm,SE,3760,2110,352.0
25mm,SE,4000,2110,378.0
25mm,SE,460,2260,76.0
25mm,SE,610,2260,88.0
25mm,SE,760,2260,104.0
25mm,SE,910,2260,117.0
25mm,SE,1060,2260,128.0
25mm,SE,1210,2260,146.0
25mm,SE,1360,2260,156.0
25mm,SE,1510,2260,171.0
25mm,SE,1660,2260,185.0
25mm,SE,1810,2260,197.0
25mm,SE,1960,2260,212.0
25mm,SE,2110,2260,225.0
25mm,SE,2260,2260,237.0
25mm,SE,2410,2260,252.0
25mm,SE,2560,2260,265.0
25mm,SE,2710,2260,282.0
25mm,SE,2860,2260,297.0
25mm,SE,3010,2260,308.0
25mm,SE,3160,2260,322.0
25mm,SE,3310,2260,338.0
25mm,SE,3460,2260,350.0
25mm,SE,3610,2260,362.0
25mm,SE,3760,2260,378.0
25mm,SE,4000,2260,397.0
25mm,SE,460,2410,79.0
25mm,SE,610,2410,94.0
25mm,SE,760,2410,107.0
25mm,SE,910,2410,120.0
25mm,SE,1060,2410,136.0
25mm,SE,1210,2410,151.0
25mm,SE,1360,2410,165.0
25mm,SE,1510,2410,181.0
25mm,SE,1660,2410,195.0
25mm,SE,1810,2410,206.0
25mm,SE,1960,2410,221.0
25mm,SE,2110,2410,237.0
25mm,SE,2260,2410,252.0
25mm,SE,2410,2410,265.0
25mm,SE,2560,2410,282.0
25mm,SE,2710,2410,297.0
25mm,SE,2860,2410,308.0
25mm,SE,3010,2410,324.0
25mm,SE,3160,2410,339.0
25mm,SE,3310,2410,351.0
25mm,SE,3460,2410,368.0
25mm,SE,3610,2410,382.0
25mm,SE,3760,2410,396.0
25mm,SE,4000,2410,421.0
25mm,SE,460,2560,81.0
25mm,SE,610,2560,97.0
25mm,SE,760,2560,114.0
25mm,SE,910,2560,126.0
25mm,SE,1060,2560,146.0
25mm,SE,1210,2560,156.0
25mm,SE,1360,2560,172.0
25mm,SE,1510,2560,186.0
25mm,SE,1660,2560,203.0
25mm,SE,1810,2560,220.0
25mm,SE,1960,2560,233.0
25mm,SE,2110,2560,250.0
25mm,SE,2260,2560,265.0
25mm,SE,2410,2560,280.0
25mm,SE,2560,2560,297.0
25mm,SE,2710,2560,308.0
25mm,SE,2860,2560,324.0
25mm,SE,3010,2560,342.0
25mm,SE,3160,2560,352.0
25mm,SE,3310,2560,371.0
25mm,SE,3460,2560,387.0
25mm,SE,3610,2560,402.0
25mm,SE,3760,2560,418.0
25mm,SE,4000,2560,441.0
25mm,SE,460,2710,85.0
25mm,SE,610,2710,100.0
25mm,SE,760,2710,117.0
25mm,SE,910,2710,135.0
25mm,SE,1060,2710,149.0
25mm,SE,1210,2710,165.0
25mm,SE,1360,2710,183.0
25mm,SE,1510,2710,197.0
25mm,SE,1660,2710,212.0
25mm,SE,1810,2710,229.0
25mm,SE,1960,2710,244.0
25mm,SE,2110,2710,262.0
25mm,SE,2260,2710,278.0
25mm,SE,2410,2710,292.0
25mm,SE,2560,2710,308.0
25mm,SE,2710,2710,324.0
25mm,SE,2860,2710,342.0
25mm,SE,3010,2710,356.0
25mm,SE,3160,2710,374.0
25mm,SE,3310,2710,390.0
25mm,SE,3460,2710,406.0
25mm,SE,3610,2710,421.0
25mm,SE,3760,2710,437.0
25mm,SE,4000,2710,466.0
25mm,SE,460,2860,86.0
25mm,SE,610,2860,104.0
25mm,SE,760,2860,120.0
25mm,SE,910,2860,138.0
25mm,SE,1060,2860,155.0
25mm,SE,1210,2860,171.0
25mm,SE,1360,2860,186.0
25mm,SE,1510,2860,205.0
25mm,SE,1660,2860,221.0
25mm,SE,1810,2860,237.0
25mm,SE,1960,2860,255.0
25mm,SE,2110,2860,273.0
25mm,SE,2260,2860,289.0
25mm,SE,2410,2860,306.0
25mm,SE,2560,2860,322.0
25mm,SE,2710,2860,339.0
25mm,SE,2860,2860,356.0
25mm,SE,3010,2860,374.0
25mm,SE,3160,2860,390.0
25mm,SE,3310,2860,406.0
25mm,SE,3460,2860,422.0
25mm,SE,3610,2860,441.0
25mm,SE,3760,2860,456.0
25mm,SE,4000,2860,486.0
25mm,SE,460,3010,88.0
25mm,SE,610,3010,107.0
25mm,SE,760,3010,123.0
25mm,SE,910,3010,146.0
25mm,SE,1060,3010,161.0
25mm,SE,1210,3010,181.0
25mm,SE,1360,3010,195.0
25mm,SE,1510,3010,215.0
25mm,SE,1660,3010,232.0
25mm,SE,1810,3010,250.0
25mm,SE,1960,3010,265.0
25mm,SE,2110,3010,285.0
25mm,SE,2260,3010,301.0
25mm,SE,2410,3010,320.0
25mm,SE,2560,3010,338.0
25mm,SE,2710,3010,352.0
25mm,SE,2860,3010,371.0
25mm,SE,3010,3010,390.0
25mm,SE,3160,3010,406.0
25mm,SE,3310,3010,425.0
25mm,SE,3460,3010,441.0
25mm,SE,3610,3010,463.0
25mm,SE,3760,3010,477.0
25mm,SE,4000,3010,505.0
25mm,SE,460,3160,94.0
25mm,SE,610,3160,114.0
25mm,SE,760,3160,128.0
25mm,SE,910,3160,149.0
25mm,SE,1060,3160,165.0
25mm,SE,1210,3160,185.0
25mm,SE,1360,3160,203.0
25mm,SE,1510,3160,221.0
25mm,SE,1660,3160,241.0
25mm,SE,1810,3160,257.0
25mm,SE,1960,3160,278.0
25mm,SE,2110,3160,297.0
25mm,SE,2260,3160,314.0
25mm,SE,2410,3160,332.0
25mm,SE,2560,3160,350.0
25mm,SE,2710,3160,368.0
25mm,SE,2860,3160,387.0
25mm,SE,3010,3160,406.0
25mm,SE,3160,3160,425.0
25mm,SE,3310,3160,447.0
25mm,SE,3460,3160,463.0
25mm,SE,3610,3160,480.0
25mm,SE,3760,3160,498.0
25mm,SE,460,3310,96.0
25mm,SE,610,3310,116.0
25mm,SE,760,3310,135.0
25mm,SE,910,3310,151.0
25mm,SE,1060,3310,172.0
25mm,SE,1210,3310,193.0
25mm,SE,1360,3310,212.0
25mm,SE,1510,3310,232.0
25mm,SE,1660,3310,250.0
25mm,SE,1810,3310,269.0
25mm,SE,1960,3310,287.0
25mm,SE,2110,3310,306.0
25mm,SE,2260,3310,324.0
25mm,SE,2410,3310,348.0
25mm,SE,2560,3310,366.0
25mm,SE,2710,3310,386.0
25mm,SE,2860,3310,405.0
25mm,SE,3010,3310,422.0
25mm,SE,3160,3310,441.0
25mm,SE,3310,3310,463.0
25mm,SE,3460,3310,480.0
25mm,SE,3610,3310,498.0
25mm,SE,460,3460,97.0
25mm,SE,610,3460,119.0
25mm,SE,760,3460,138.0
25mm,SE,910,3460,156.0
25mm,SE,1060,3460,181.0
25mm,SE,1210,3460,197.0
25mm,SE,1360,3460,220.0
25mm,SE,1510,3460,237.0
25mm,SE,1660,3460,257.0
25mm,SE,1810,3460,280.0
25mm,SE,1960,3460,300.0
25mm,SE,2110,3460,320.0
25mm,SE,2260,3460,339.0
25mm,SE,2410,3460,356.0
25mm,SE,2560,3460,381.0
25mm,SE,2710,3460,397.0
25mm,SE,2860,3460,421.0
25mm,SE,3010,3460,438.0
25mm,SE,3160,3460,456.0
25mm,SE,3310,3460,480.0
25mm,SE,3460,3460,498.0
25mm,SE,460,3610,100.0
25mm,SE,610,3610,120.0
25mm,SE,760,3610,146.0
25mm,SE,910,3610,164.0
25mm,SE,1060,3610,185.0
25mm,SE,1210,3610,205.0
25mm,SE,1360,3610,225.0
25mm,SE,1510,3610,246.0
25mm,SE,1660,3610,269.0
25mm,SE,1810,3610,289.0
25mm,SE,1960,3610,308.0
25mm,SE,2110,3610,330.0
25mm,SE,2260,3610,351.0
25mm,SE,2410,3610,371.0
25mm,SE,2560,3610,394.0
25mm,SE,2710,3610,417.0
25mm,SE,2860,3610,435.0
25mm,SE,3010,3610,455.0
25mm,SE,3160,3610,477.0
25mm,SE,3310,3610,498.0
25mm,SE,460,3760,104.0
25mm,SE,610,3760,123.0
25mm,SE,760,3760,147.0
25mm,SE,910,3760,166.0
25mm,SE,1060,3760,187.0
25mm,SE,1210,3760,212.0
25mm,SE,1360,3760,233.0
25mm,SE,1510,3760,255.0
25mm,SE,1660,3760,278.0
25mm,SE,1810,3760,300.0
25mm,SE,1960,3760,320.0
25mm,SE,2110,3760,342.0
25mm,SE,2260,3760,362.0
25mm,SE,2410,3760,386.0
25mm,SE,2560,3760,406.0
25mm,SE,2710,3760,427.0
25mm,SE,2860,3760,451.0
25mm,SE,3010,3760,470.0
25mm,SE,3160,3760,496.0
25mm,SE,460,4000,107.0
25mm,SE,610,4000,128.0
25mm,SE,760,4000,155.0
25mm,SE,910,4000,179.0
25mm,SE,1060,4000,202.0
25mm,SE,1210,4000,221.0
25mm,SE,1360,4000,246.0
25mm,SE,1510,4000,269.0
25mm,SE,1660,4000,292.0
25mm,SE,1810,4000,314.0
25mm,SE,1960,4000,339.0
25mm,SE,2110,4000,361.0
25mm,SE,2260,4000,386.0
25mm,SE,2410,4000,406.0
25mm,SE,2560,4000,427.0
25mm,SE,2710,4000,453.0
25mm,SE,2860,4000,473.0
25mm,SE,3010,4000,498.0
35mm,STD,460,610,43.0
35mm,STD,610,610,45.0
35mm,STD,760,610,50.0
35mm,STD,910,610,51.0
35mm,STD,1060,610,56.0
35mm,STD,1210,610,60.0
35mm,STD,1360,610,63.0
35mm,STD,1510,610,66.0
35mm,STD,1660,610,69.0
35mm,STD,1810,610,70.0
35mm,STD,1960,610,75.0
35mm,STD,2110,610,76.0
35mm,STD,2260,610,85.0
35mm,STD,2410,610,86.0
35mm,STD,2560,610,88.0
35mm,STD,2710,610,94.0
35mm,STD,2860,610,96.0
35mm,STD,3010,610,97.0
35mm,STD,3160,610,104.0
35mm,STD,3310,610,106.0
35mm,STD,3460,610,110.0
35mm,STD,3610,610,111.0
35mm,STD,3760,610,113.0
35mm,STD,4000,610,117.0
35mm,STD,460,760,43.0
35mm,STD,610,760,45.0
35mm,STD,760,760,51.0
35mm,STD,910,760,56.0
35mm,STD,1060,760,60.0
35mm,STD,1210,760,63.0
35mm,STD,1360,760,66.0
35mm,STD,1510,760,69.0
35mm,STD,1660,760,75.0
35mm,STD,1810,760,76.0
35mm,STD,1960,760,81.0
35mm,STD,2110,760,86.0
35mm,STD,2260,760,88.0
35mm,STD,2410,760,94.0
35mm,STD,2560,760,97.0
35mm,STD,2710,760,100.0
35mm,STD,2860,760,106.0
35mm,STD,3010,760,110.0
35mm,STD,3160,760,113.0
35mm,STD,3310,760,116.0
35mm,STD,3460,760,117.0
35mm,STD,3610,760,120.0
35mm,STD,3760,760,121.0
35mm,STD,4000,760,125.0
35mm,STD,460,910,45.0
35mm,STD,610,910,50.0
35mm,STD,760,910,56.0
35mm,STD,910,910,60.0
35mm,STD,1060,910,63.0
35mm,STD,1210,910,66.0
35mm,STD,1360,910,70.0
35mm,STD,1510,910,75.0
35mm,STD,1660,910,81.0
35mm,STD,1810,910,85.0
35mm,STD,1960,910,88.0
35mm,STD,2110,910,94.0
35mm,STD,2260,910,97.0
35mm,STD,2410,910,100.0
