system,band,width_mm,drop_mm,price
89mm,B,2500,3500,229.0
89mm,B,2700,3500,244.0
89mm,B,2900,3500,260.0
89mm,B,3100,3500,277.0
89mm,B,3300,3500,293.0
89mm,B,3500,3500,308.0
89mm,B,3700,3500,321.0
89mm,B,3900,3500,336.0
89mm,B,4100,3500,353.0
89mm,B,4300,3500,368.0
89mm,B,4500,3500,385.0
89mm,B,4700,3500,398.0
89mm,B,5000,3500,423.0
89mm,B,500,3700,73.0
89mm,B,700,3700,88.0
89mm,B,900,3700,108.0
89mm,B,1100,3700,122.0
89mm,B,1300,3700,140.0
89mm,B,1500,3700,153.0
89mm,B,1700,3700,172.0
89mm,B,1900,3700,187.0
89mm,B,2100,3700,204.0
89mm,B,2300,3700,221.0
89mm,B,2500,3700,239.0
89mm,B,2700,3700,252.0
89mm,B,2900,3700,269.0
89mm,B,3100,3700,285.0
89mm,B,3300,3700,301.0
89mm,B,3500,3700,320.0
89mm,B,3700,3700,335.0
89mm,B,3900,3700,349.0
89mm,B,4100,3700,366.0
89mm,B,4300,3700,384.0
89mm,B,4500,3700,398.0
89mm,B,4700,3700,418.0
89mm,B,5000,3700,438.0
89mm,B,500,4000,73.0
89mm,B,700,4000,95.0
89mm,B,900,4000,111.0
89mm,B,1100,4000,126.0
89mm,B,1300,4000,145.0
89mm,B,1500,4000,164.0
89mm,B,1700,4000,181.0
89mm,B,1900,4000,194.0
89mm,B,2100,4000,213.0
89mm,B,2300,4000,232.0
89mm,B,2500,4000,250.0
89mm,B,2700,4000,267.0
89mm,B,2900,4000,285.0
89mm,B,3100,4000,301.0
89mm,B,3300,4000,320.0
89mm,B,3500,4000,335.0
89mm,B,3700,4000,355.0
89mm,B,3900,4000,371.0
89mm,B,4100,4000,388.0
89mm,B,4300,4000,404.0
89mm,B,4500,4000,423.0
89mm,B,4700,4000,438.0
89mm,B,5000,4000,467.0
89mm,C,500,900,47.0
89mm,C,700,900,57.0
89mm,C,900,900,65.0
89mm,C,1100,900,70.0
89mm,C,1300,900,78.0
89mm,C,1500,900,86.0
89mm,C,1700,900,95.0
89mm,C,1900,900,104.0
89mm,C,2100,900,111.0
89mm,C,2300,900,118.0
89mm,C,2500,900,126.0
89mm,C,2700,900,139.0
89mm,C,2900,900,144.0
89mm,C,3100,900,152.0
89mm,C,3300,900,157.0
89mm,C,3500,900,166.0
89mm,C,3700,900,177.0
89mm,C,3900,900,182.0
89mm,C,4100,900,189.0
89mm,C,4300,900,197.0
89mm,C,4500,900,205.0
89mm,C,4700,900,211.0
89mm,C,5000,900,224.0
89mm,C,500,1100,49.0
89mm,C,700,1100,63.0
89mm,C,900,1100,69.0
89mm,C,1100,1100,75.0
89mm,C,1300,1100,84.0
89mm,C,1500,1100,95.0
89mm,C,1700,1100,104.0
89mm,C,1900,1100,111.0
89mm,C,2100,1100,119.0
89mm,C,2300,1100,126.0
89mm,C,2500,1100,141.0
89mm,C,2700,1100,149.0
89mm,C,2900,1100,154.0
89mm,C,3100,1100,165.0
89mm,C,3300,1100,177.0
89mm,C,3500,1100,182.0
89mm,C,3700,1100,189.0
89mm,C,3900,1100,202.0
89mm,C,4100,1100,208.0
89mm,C,4300,1100,217.0
89mm,C,4500,1100,224.0
89mm,C,4700,1100,233.0
89mm,C,5000,1100,248.0
89mm,C,500,1300,51.0
89mm,C,700,1300,64.0
89mm,C,900,1300,70.0
89mm,C,1100,1300,81.0
89mm,C,1300,1300,88.0
89mm,C,1500,1300,104.0
89mm,C,1700,1300,111.0
89mm,C,1900,1300,119.0
89mm,C,2100,1300,130.0
89mm,C,2300,1300,141.0
89mm,C,2500,1300,152.0
89mm,C,2700,1300,158.0
89mm,C,2900,1300,171.0
89mm,C,3100,1300,181.0
89mm,C,3300,1300,188.0
89mm,C,3500,1300,197.0
89mm,C,3700,1300,208.0
89mm,C,3900,1300,217.0
89mm,C,4100,1300,226.0
89mm,C,4300,1300,237.0
89mm,C,4500,1300,245.0
89mm,C,4700,1300,257.0
89mm,C,5000,1300,269.0
89mm,C,500,1500,55.0
89mm,C,700,1500,68.0
89mm,C,900,1500,75.0
89mm,C,1100,1500,86.0
89mm,C,1300,1500,99.0
89mm,C,1500,1500,108.0
89mm,C,1700,1500,118.0
89mm,C,1900,1500,126.0
89mm,C,2100,1500,141.0
89mm,C,2300,1500,150.0
89mm,C,2500,1500,158.0
89mm,C,2700,1500,173.0
89mm,C,2900,1500,182.0
89mm,C,3100,1500,189.0
89mm,C,3300,1500,204.0
89mm,C,3500,1500,211.0
89mm,C,3700,1500,224.0
89mm,C,3900,1500,233.0
89mm,C,4100,1500,244.0
89mm,C,4300,1500,257.0
89mm,C,4500,1500,264.0
89mm,C,4700,1500,277.0
89mm,C,5000,1500,293.0
89mm,C,500,1700,57.0
89mm,C,700,1700,69.0
89mm,C,900,1700,81.0
89mm,C,1100,1700,91.0
89mm,C,1300,1700,104.0
89mm,C,1500,1700,114.0
89mm,C,1700,1700,123.0
89mm,C,1900,1700,140.0
89mm,C,2100,1700,147.0
89mm,C,2300,1700,157.0
89mm,C,2500,1700,173.0
89mm,C,2700,1700,184.0
89mm,C,2900,1700,193.0
89mm,C,3100,1700,205.0
89mm,C,3300,1700,217.0
89mm,C,3500,1700,229.0
89mm,C,3700,1700,239.0
89mm,C,3900,1700,250.0
89mm,C,4100,1700,263.0
89mm,C,4300,1700,274.0
89mm,C,4500,1700,284.0
89mm,C,4700,1700,296.0
89mm,C,5000,1700,313.0
89mm,C,500,1900,64.0
89mm,C,700,1900,73.0
89mm,C,900,1900,84.0
89mm,C,1100,1900,99.0
89mm,C,1300,1900,110.0
89mm,C,1500,1900,119.0
89mm,C,1700,1900,132.0
89mm,C,1900,1900,145.0
89mm,C,2100,1900,156.0
89mm,C,2300,1900,172.0
89mm,C,2500,1900,184.0
89mm,C,2700,1900,194.0
89mm,C,2900,1900,208.0
89mm,C,3100,1900,219.0
89mm,C,3300,1900,230.0
89mm,C,3500,1900,244.0
89mm,C,3700,1900,257.0
89mm,C,3900,1900,267.0
89mm,C,4100,1900,280.0
89mm,C,4300,1900,294.0
89mm,C,4500,1900,304.0
89mm,C,4700,1900,315.0
89mm,C,5000,1900,335.0
89mm,C,500,2100,65.0
89mm,C,700,2100,75.0
89mm,C,900,2100,88.0
89mm,C,1100,2100,104.0
89mm,C,1300,2100,114.0
89mm,C,1500,2100,126.0
89mm,C,1700,2100,141.0
