name,colour,band
Solstice asc,Anthracite,Solstice
Solstice asc,Lily,Solstice
Solstice asc,Pewter,Solstice
Hive Micro,Cream,Hive
Hive Micro,Duck Egg,Hive
Hive Micro,Grey,Hive
Hive Micro,Latte,Hive
Hive Micro,White,Hive
Ribbons asc,Pewter,Ribbons-Zara
Ribbons asc,Taupe,Ribbons-Zara
Ribbons asc,White,Ribbons-Zara
Zara,Opal,Ribbons-Zara
Zara,Sand,Ribbons-Zara
Zara,Silver,Ribbons-Zara
Infusion asc,Iron,TBC
