name,colour,band
Sense,Pewter,A
Sense,Grey,A
Sense,Parchment,A
Sense,Cream,A
Sense,White,A
Splendour,Black,B
Splendour FR,Light Grey,B
Splendour FR,Silver Grey,B
Splendour FR,Cream,B
