name,colour,band
Breeze In,Black,STD
Breeze In,Grey,STD
Breeze In,White,STD
Light Seal,Beige,STD
Light Seal,Black,STD
Light Seal,Dark Grey,STD
Light Seal,Light Grey,STD
Light Seal,White,STD
Scene Set,Beige,STD
Scene Set,Black,STD
Scene Set,Dark Grey,STD
Scene Set,Light Grey,STD
Scene Set,White,STD
Sheer Intimacy,Black,STD
Sheer Intimacy,White,STD
