system,band,width_mm,drop_mm,price
Standard,B,2438,1067,92.97
Standard,B,2913,1067,101.3
Standard,B,3048,1067,109.6
Standard,B,3300,1067,119.57
Standard,B,3500,1067,134.51
Standard,B,610,1219,49.81
Standard,B,762,1219,51.48
Standard,B,914,1219,53.14
Standard,B,1067,1219,54.77
Standard,B,1219,1219,56.46
Standard,B,1372,1219,58.15
Standard,B,1524,1219,59.78
Standard,B,1676,1219,63.09
Standard,B,1829,1219,66.42
Standard,B,1981,1219,78.06
Standard,B,2134,1219,86.33
Standard,B,2438,1219,94.66
Standard,B,2913,1219,102.93
Standard,B,3048,1219,111.27
Standard,B,3300,1219,121.22
Standard,B,3500,1219,136.16
Standard,B,610,1524,53.14
Standard,B,762,1524,54.77
Standard,B,914,1524,56.46
Standard,B,1067,1524,58.15
Standard,B,1219,1524,59.78
Standard,B,1372,1524,61.43
Standard,B,1524,1524,63.09
Standard,B,1676,1524,66.42
Standard,B,1829,1524,69.74
Standard,B,1981,1524,81.37
Standard,B,2134,1524,94.66
Standard,B,2438,1524,102.93
Standard,B,2913,1524,111.27
Standard,B,3048,1524,119.57
Standard,B,3300,1524,129.53
Standard,B,3500,1524,144.49
Standard,B,610,1829,61.43
Standard,B,762,1829,63.09
Standard,B,914,1829,64.76
Standard,B,1067,1829,66.42
Standard,B,1219,1829,68.09
Standard,B,1372,1829,69.74
Standard,B,1524,1829,71.42
Standard,B,1676,1829,74.73
Standard,B,1829,1829,78.06
Standard,B,1981,1829,97.98
Standard,B,2134,1829,111.27
Standard,B,2438,1829,119.57
Standard,B,2913,1829,132.86
Standard,B,3048,1829,141.15
Standard,B,3300,1829,151.11
Standard,B,3500,1829,166.05
Standard,B,610,2134,69.74
Standard,B,762,2134,71.42
Standard,B,914,2134,73.08
Standard,B,1067,2134,74.73
Standard,B,1219,2134,76.41
Standard,B,1372,2134,78.06
Standard,B,1524,2134,79.72
Standard,B,1676,2134,83.05
Standard,B,1829,2134,86.33
Standard,B,1981,2134,106.28
Standard,B,2134,2134,119.57
Standard,B,2438,2134,127.85
Standard,B,2913,2134,141.15
Standard,B,3048,2134,149.47
Standard,B,3300,2134,159.41
Standard,B,3500,2134,174.36
Standard,B,610,2438,78.06
Standard,B,762,2438,79.72
Standard,B,914,2438,81.37
Standard,B,1067,2438,83.05
Standard,B,1219,2438,84.7
Standard,B,1372,2438,86.33
Standard,B,1524,2438,88.01
Standard,B,1676,2438,91.34
Standard,B,1829,2438,94.66
Standard,B,1981,2438,114.57
Standard,B,2134,2438,127.85
Standard,B,2438,2438,136.16
Standard,B,2913,2438,149.47
Standard,B,3048,2438,157.77
Standard,B,3300,2438,167.69
Standard,B,3500,2438,182.67
Standard,B,610,2913,86.33
Standard,B,762,2913,88.01
Standard,B,914,2913,89.67
Standard,B,1067,2913,91.34
Standard,B,1219,2913,92.97
Standard,B,1372,2913,94.66
Standard,B,1524,2913,96.32
Standard,B,1676,2913,99.63
Standard,B,1829,2913,102.93
Standard,B,1981,2913,137.83
Standard,B,2134,2913,144.49
Standard,B,2438,2913,154.43
Standard,B,2913,2913,161.08
Standard,B,3048,2913,167.69
Standard,B,3300,2913,192.64
Standard,B,3500,2913,212.57
Standard,B,610,3250,94.66
Standard,B,762,3250,96.32
Standard,B,914,3250,97.98
Standard,B,1067,3250,99.63
Standard,B,1219,3250,101.3
Standard,B,1372,3250,102.93
Standard,B,1524,3250,104.62
Standard,B,1676,3250,107.96
Standard,B,1829,3250,111.27
Standard,B,1981,3250,152.78
Standard,B,2134,3250,159.41
Standard,B,2438,3250,169.37
Standard,B,2913,3250,177.69
Standard,B,3048,3250,185.99
Standard,B,3300,3250,202.57
Standard,B,3500,3250,222.49
Standard,B,610,3500,106.28
Standard,B,762,3500,107.96
