system,band,width_mm,drop_mm,price
Standard Cord Freehang,Elements,850,2800,184.0
Standard Cord Freehang,Elements,250,3000,134.0
Standard Cord Freehang,Elements,400,3000,149.0
Standard Cord Freehang,Elements,550,3000,164.0
Standard Cord Freehang,Elements,700,3000,181.0
Standard Cord Freehang,A,250,200,85.0
Standard Cord Freehang,A,400,200,87.0
Standard Cord Freehang,A,550,200,92.0
Standard Cord Freehang,A,700,200,94.0
Standard Cord Freehang,A,850,200,97.0
Standard Cord Freehang,A,1000,200,102.0
Standard Cord Freehang,A,1150,200,109.0
Standard Cord Freehang,A,1300,200,112.0
Standard Cord Freehang,A,1450,200,117.0
Standard Cord Freehang,A,1600,200,121.0
Standard Cord Freehang,A,250,400,87.0
Standard Cord Freehang,A,400,400,93.0
Standard Cord Freehang,A,550,400,97.0
Standard Cord Freehang,A,700,400,101.0
Standard Cord Freehang,A,850,400,102.0
Standard Cord Freehang,A,1000,400,110.0
Standard Cord Freehang,A,1150,400,116.0
Standard Cord Freehang,A,1300,400,120.0
Standard Cord Freehang,A,1450,400,126.0
Standard Cord Freehang,A,1600,400,132.0
Standard Cord Freehang,A,250,600,93.0
Standard Cord Freehang,A,400,600,97.0
Standard Cord Freehang,A,550,600,101.0
Standard Cord Freehang,A,700,600,104.0
Standard Cord Freehang,A,850,600,109.0
Standard Cord Freehang,A,1000,600,117.0
Standard Cord Freehang,A,1150,600,121.0
Standard Cord Freehang,A,1300,600,129.0
Standard Cord Freehang,A,1450,600,135.0
Standard Cord Freehang,A,1600,600,146.0
Standard Cord Freehang,A,250,800,94.0
Standard Cord Freehang,A,400,800,101.0
Standard Cord Freehang,A,550,800,104.0
Standard Cord Freehang,A,700,800,110.0
Standard Cord Freehang,A,850,800,116.0
Standard Cord Freehang,A,1000,800,121.0
Standard Cord Freehang,A,1150,800,129.0
Standard Cord Freehang,A,1300,800,140.0
Standard Cord Freehang,A,1450,800,147.0
Standard Cord Freehang,A,1600,800,155.0
Standard Cord Freehang,A,250,1000,99.0
Standard Cord Freehang,A,400,1000,104.0
Standard Cord Freehang,A,550,1000,110.0
Standard Cord Freehang,A,700,1000,116.0
Standard Cord Freehang,A,850,1000,120.0
Standard Cord Freehang,A,1000,1000,129.0
Standard Cord Freehang,A,1150,1000,135.0
Standard Cord Freehang,A,1300,1000,146.0
Standard Cord Freehang,A,1450,1000,152.0
Standard Cord Freehang,A,1600,1000,161.0
Standard Cord Freehang,A,250,1200,104.0
Standard Cord Freehang,A,400,1200,112.0
Standard Cord Freehang,A,550,1200,117.0
Standard Cord Freehang,A,700,1200,123.0
Standard Cord Freehang,A,850,1200,129.0
Standard Cord Freehang,A,1000,1200,140.0
Standard Cord Freehang,A,1150,1200,148.0
Standard Cord Freehang,A,1300,1200,155.0
Standard Cord Freehang,A,1450,1200,164.0
Standard Cord Freehang,A,1600,1200,175.0
Standard Cord Freehang,A,250,1400,110.0
Standard Cord Freehang,A,400,1400,117.0
Standard Cord Freehang,A,550,1400,123.0
Standard Cord Freehang,A,700,1400,132.0
Standard Cord Freehang,A,850,1400,140.0
Standard Cord Freehang,A,1000,1400,150.0
Standard Cord Freehang,A,1150,1400,156.0
Standard Cord Freehang,A,1300,1400,164.0
Standard Cord Freehang,A,1450,1400,173.0
Standard Cord Freehang,A,1600,1400,181.0
Standard Cord Freehang,A,250,1600,116.0
Standard Cord Freehang,A,400,1600,123.0
Standard Cord Freehang,A,550,1600,132.0
Standard Cord Freehang,A,700,1600,144.0
Standard Cord Freehang,A,850,1600,150.0
Standard Cord Freehang,A,1000,1600,160.0
Standard Cord Freehang,A,1150,1600,170.0
Standard Cord Freehang,A,1300,1600,180.0
Standard Cord Freehang,A,1450,1600,185.0
Standard Cord Freehang,A,250,1800,121.0
Standard Cord Freehang,A,400,1800,132.0
Standard Cord Freehang,A,550,1800,144.0
Standard Cord Freehang,A,700,1800,152.0
Standard Cord Freehang,A,850,1800,161.0
Standard Cord Freehang,A,1000,1800,177.0
Standard Cord Freehang,A,1150,1800,184.0
Standard Cord Freehang,A,1300,1800,195.0
Standard Cord Freehang,A,250,2000,129.0
Standard Cord Freehang,A,400,2000,144.0
Standard Cord Freehang,A,550,2000,152.0
Standard Cord Freehang,A,700,2000,164.0
Standard Cord Freehang,A,850,2000,177.0
Standard Cord Freehang,A,1000,2000,188.0
Standard Cord Freehang,A,1150,2000,200.0
Standard Cord Freehang,A,250,2200,135.0
Standard Cord Freehang,A,400,2200,148.0
Standard Cord Freehang,A,550,2200,160.0
Standard Cord Freehang,A,700,2200,175.0
Standard Cord Freehang,A,850,2200,184.0
Standard Cord Freehang,A,1000,2200,200.0
